Article title - Question,Article subtitle - Complementary,Article body - Answer,Article language,Article URL,Category,Keywords
Solicité convertirme en organizador pero todavía no obtuve ninguna respuesta.,,"Gracias por su interés en convertirse en organizador. Debido al gran volumen de solicitudes, nuestro proceso de revisión puede demorar entre 2 y 4 semanas hábiles. Agradecemos su paciencia durante este tiempo. Si se aprueba su solicitud, recibirá un correo electrónico de confirmación en la dirección que proporcionó en su solicitud. Gracias por su comprensión.",es,https://hubspot.communitygaming.io/es/help-center/solicité-convertirme-en-organizador-pero-todavía-no-obtuve-ninguna-respuesta,Organizer Support,"Organizador de Torneos,Organizadores,Panel de Organizador"
Crear/Organizar un torneo en Community Gaming,Guía para crear un torneo en Community Gaming,"<p><strong>Obtener acceso de organizador</strong><br><br>Primero necesitarás permiso en tu cuenta de Community Gaming para crear tus propios torneos en la plataforma. Si aún no tienes acceso al panel, ¡solicita <a href=""https://forms.monday.com/forms/81e705195b1ed35ae961b30086a16790?r=use1"" target=""_blank"" rel=""noopener"">aquí</a> para convertirte en organizador!<br><img class=""hs-image-align-none"" height=""168"" style=""width: 624px; height: auto;"" src=""https://lh7-us.googleusercontent.com/XS5OnydYhK3ws8CC7GsIT9jPIuGt3QQkIvvQv8bB1FRXn5phkAM4xQT2uCICKY0P5Dn3NptbtNuCO8K_-jOeywLQToYee3eX9diTC77YPZCSyYC7ar83Z5rSdQs_vf0LdTJi5XeYcbaFq1bZhrCies0"" width=""624"" loading=""lazy""></p>
<p><strong>Tipo de torneo</strong><br><br>Ahora tendrás un botón nuevo en la parte superior de la página de inicio de Community Gaming junto a ""Mis torneos"" llamado ""Organizador"". Esto lo llevará a su panel de creación de torneos con una lista de todos los torneos que ha creado y que está ejecutando actualmente. <br>Nota: Si recibió acceso de organizador, debe cerrar sesión y volver a iniciar sesión en CG.</p>
<p><img alt=""private to (1)"" class=""hs-image-align-none"" height=""372"" style=""width: 688px; height: auto;"" src=""https://41345067.fs1.hubspotusercontent-na1.net/hubfs/41345067/private%20to%20(1).png"" width=""688"" loading=""lazy""></p>
<p>Una vez que hagas clic en ""Crear nuevo torneo"", accederás al primer conjunto de opciones. Aquí es donde decidirás qué tipo de torneo quieres crear, así como otros detalles básicos como el nombre, el juego, la fecha, la URL personalizada y si tu torneo será público o privado.<br><br>Puedes hacer que tu torneo sea privado activando el botón en la parte inferior de la información básica que dice ""Torneo privado"". Con el modo privado, tu torneo no se mostrará en la página de exploración; los jugadores solo podrán encontrar la página del torneo si compartes un enlace a la página del torneo.<br><br><strong>Torneos cripto:</strong> estos son los torneos que se implementarán en blockchain. Al utilizar esta función, obtendrás pagos automáticos tan pronto como se complete el torneo. Podrás ver la transacción y confirmar que ha ido a las billeteras correctas que están correlacionadas con esa ubicación en el torneo. Formatos de eliminación simple, doble y Battle Royale disponibles.<br><br>¿Tiene preguntas sobre los torneos blockchain? Consulte nuestras preguntas frecuentes. También puede comunicarse con nosotros a través de nuestro chat de soporte.<br><br><strong>Torneos tradicionales:</strong> no cuentan con pagos automáticos. El Organizador enviará manualmente las ganancias a sus competidores utilizando soluciones de pago digitales como MercadoPago o PayPal.<br><br>Una vez que hayas decidido el tipo de torneo que deseas crear, haz clic en ""Siguiente paso"".<br><br><strong>Detalles del bracket</strong><br><br>Los formatos de grupo incluyen eliminación simple y doble y un sistema de puntos estilo Battle Royale. Elija el tipo de grupo que desee, la cantidad de equipos permitidos para competir y la cantidad de miembros por equipo.</p>
<p><img alt=""brackets"" class=""hs-image-align-none"" height=""328"" style=""width: 621px; height: auto;"" src=""https://41345067.fs1.hubspotusercontent-na1.net/hubfs/41345067/brackets.png"" width=""621"" loading=""lazy""></p>
<p>Al elegir el número de integrantes por equipo, no incluya entrenadores ni suplentes en este momento. Una vez que los miembros por equipo sean superiores a 1, podrás permitir o inscribir jugadores sustitutos en la parte superior de la página. Los sustitutos son excelentes funciones para los jugadores suplentes, entrenadores y directores de equipo. Recomendamos encarecidamente permitir a los usuarios informar sus propios resultados. Como administrador, puedes ajustar manualmente una puntuación si es necesario, pero nuestra función de autoinforme permite a los jugadores informar sus propias puntuaciones y cargar una captura de pantalla o un vídeo si es necesario.<br><br><strong>Detalles del torneo</strong></p>
<p><img alt=""VV testing"" class=""hs-image-align-none"" height=""333"" style=""width: 688px; height: auto;"" src=""https://41345067.fs1.hubspotusercontent-na1.net/hubfs/41345067/VV%20testing.png"" width=""688"" loading=""lazy""></p>
<p>Los detalles del torneo es donde podrás agregar las descripciones de tu torneo, cualquier información de transmisión, reglas y cualquier instrucción adicional que quieras que tus competidores sepan. Esto se puede editar cuando lo desee y permite hipervínculos y añadir imágenes.</p>
<p><img alt=""live streaming"" class=""hs-image-align-none"" height=""189"" style=""width: 619px; height: auto;"" src=""https://41345067.fs1.hubspotusercontent-na1.net/hubfs/41345067/live%20streaming.png"" width=""619"" loading=""lazy""></p>
<p>Si elige transmitir el torneo en vivo, puede agregar el enlace de transmisión a esta página y se insertará la transmisión en la página del evento una vez que esté en vivo el día del torneo. Esto es completamente opcional. Si elige no transmitir su evento, no active este botón. Tenga en cuenta que puede tener todas las opciones de transmisión disponibles para su torneo, pero no puede tener opciones duplicadas.<br><br><strong>Premios</strong><br><br><strong>Torneo estándar</strong></p>
<p><img alt=""prize details"" class=""hs-image-align-none"" height=""532"" style=""width: 621px; height: auto;"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/prize%20details.png?width=621&amp;height=532&amp;name=prize%20details.png"" width=""621"" loading=""lazy""></p>
<p>Elija la moneda para el pozo de premios e ingrese su&nbsp; total (también llamado premio acumulado). Los organizadores de torneos estándar pueden completar cualquier información que deseen sobre cómo pagan a sus jugadores.</p>
<p><img alt=""ppdist vv testing"" class=""hs-image-align-none"" height=""567"" style=""width: 677px; height: auto;"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/ppdist%20vv%20testing.png?width=677&amp;height=567&amp;name=ppdist%20vv%20testing.png"" width=""677"" loading=""lazy""></p>
<p>Ingrese la distribución de pagos para todos sus jugadores ganadores. Esta distribución depende completamente de usted para decidir si desea un pago más amplio para sus jugadores y más concentrado. Puedes pagar hasta a los 64 mejores jugadores con torneos automatizados. ¡Siempre que sume el 100%, podrás pasar a la página siguiente!</p>
<p><strong>Pagos de torneos cripto</strong><br><br>Primero, elegirás si tu torneo es de entrada gratuita o con pago de entrada. Luego tendrás que decidir en qué blockchain quieres implementar tu torneo. Recomendamos Polygon Blockchain por sus tarifas extremadamente bajas y su capacidad de pagar a todos los jugadores mejor clasificados en una transacción rápida (normalmente menos de 30 segundos).</p>
<p><img alt=""crypto"" class=""hs-image-align-none"" height=""271"" style=""width: 620px; height: auto;"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/crypto.png?width=620&amp;height=271&amp;name=crypto.png"" width=""620"" loading=""lazy""></p>
<p>A continuación, elegirá el token en el que se denominará el premio acumulado y el objetivo del premio total. Complete el modelo de distribución de pagos para el token y haga clic en Siguiente paso. Después de terminar el último paso en un torneo automatizado, harás clic en Finalizar y aparecerá una ventana emergente como esta para confirmar que estás implementando el torneo en la cadena de bloques (en este caso, Polygon).<br><img alt=""wallet"" class=""hs-image-align-none"" height=""403"" style=""width: 502px; height: auto;"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/wallet.png?width=502&amp;height=403&amp;name=wallet.png"" width=""502"" loading=""lazy""><br><strong>Opciones adicionales</strong><br><br>Aquí es donde podrá ajustar la configuración de registro y agregar cualquier pregunta de registro adicional que desee que respondan sus competidores.<br><img alt=""check in"" class=""hs-image-align-none"" height=""167"" style=""width: 623px; height: auto;"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/check%20in.png?width=623&amp;height=167&amp;name=check%20in.png"" width=""623"" loading=""lazy""></p>
<p>Si elige habilitar la función de ""Check-In"", será necesario que todos los jugadores hagan ""Check-In"" durante el período definido por el ""Cronómetro de registro"". Si no se hace, el participante será eliminado del torneo. Podrás intercambiar no presentaciones en el torneo con participantes de la lista de espera cuando los competidores no se registren.<br><br>Puede configurar el cronómetro desde 10 minutos hasta 24 horas antes del torneo. Se mostrará un botón de ""Check-In"" de manera destacada en la web y en dispositivos móviles para que los usuarios puedan hacer el ""Check-In"" fácilmente una vez que hayan iniciado sesión.</p>
<p><img alt=""regis"" class=""hs-image-align-none"" height=""240"" style=""width: 618px; height: auto;"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/regis.png?width=618&amp;height=240&amp;name=regis.png"" width=""618"" loading=""lazy""></p>
<p>Agregue preguntas de registro adicionales. Algunos de los más comunes son los nombres de Discord de las personas, los identificadores de Twitter y cualquier otra información necesaria para la comunicación de los jugadores y la coordinación de enfrentamientos. Selecciona si quieres que las respuestas a preguntas específicas sean campos públicos que todos los demás jugadores puedan ver después de que comience el torneo (como un nombre de chat de Discord), o si solo tú, como organizador, puedes verlas.<br><br><strong>Toques Finales<br><img alt=""join-1"" class=""hs-image-align-none"" height=""463"" style=""width: 618px; height: auto;"" src=""https://hubspot.communitygaming.io/hs-fs/hubfs/join-1.png?width=618&amp;height=463&amp;name=join-1.png"" width=""618"" loading=""lazy""><br></strong></p>
<p>Ahora que ha creado su primer torneo, podrá editar su pagina de evento y actualizar los gráficos&nbsp; de forma personalizada. Desde aquí es donde también iniciarás la clasificación para el grupo y harás anuncios que enviarán tu mensaje por correo electrónico a todos los participantes del torneo.<br><br>Recomendamos encarecidamente agregar una foto de portada y una miniatura. Las dimensiones ideales para la miniatura son 350x200px y para la foto de portada 1920x560px. Recomendamos mantener sus gráficos simples con solo la información requerida sobre el torneo.<br><br>Una vez que hayas seguido estos pasos, ¡tu torneo estará EN VIVO y listo para que los jugadores se unan! Si tienes alguna pregunta sobre el proceso de creación del torneo, ¡no dudes en comunicarte con cualquier miembro del personal de Community Gaming en <a href=""https://discord.com/invite/bSbpAcWcxr"" target=""_blank"" rel=""noopener"">Discord</a>!</p>",es,https://hubspot.communitygaming.io/es/help-center/crear/organizar-un-torneo-en-community-gaming,Organizer Support,"Ayuda para Organizadores,Organizador de Torneos,Panel de Organizador,Preguntas Frecuentes,Redes Sociales"
¿Cómo puedo agregar una nueva red a mi billetera Metamask?,Este artículo explica cómo agregar nuevas redes a su billetera MetaMask de tres maneras.,"<p>Puedes agregar una nueva red a tu billetera MetaMask de tres maneras:</p>
<br>
<p><strong>-Usando el sitio web de la lista de cadenas:</strong></p>
<br>
<ol>
<li>Visite el sitio web de Chainlist en https://chainlist.org/.</li>
<li>Haga clic en el botón ""Conectar billetera"".</li>
<li>Elija ""MetaMask"".</li>
<li>Busque la red deseada y haga clic en ""Agregar cadena"".</li>
<li>Aprobar la incorporación de la red en MetaMask.</li>
</ol>
<p>&nbsp;</p>
<p><strong>-Agregar una red personalizada manualmente:</strong></p>
<br>
<ol>
<li>Abra MetaMask y haga clic en el ícono de Configuración (el ícono de ajustes) en la esquina superior derecha.</li>
<li>Seleccione ""Avanzado"" y luego haga clic en ""Redes"".</li>
<li>Haga clic en ""Agregar red"".</li>
<li>Proporcione la siguiente información para la red que desea agregar:</li>
<li>Nombre de red: el nombre de la red.</li>
<li>Nueva URL de RPC: la URL de RPC para la red.</li>
<li>ID de cadena: el ID de cadena de la red.</li>
<li>Símbolo de moneda: el símbolo de moneda utilizado en la red.</li>
<li>URL del explorador de bloques: la URL del explorador de bloques para la red.</li>
<li>Clic en Guardar.""</li>
</ol>
<p>&nbsp;</p>
<p><strong>-Mensaje del sitio web de Community Gaming (CG)</strong>:</p>
<p>Si está interactuando con una red blockchain en la plataforma Community Gaming por primera vez y no está en su billetera MetaMask, la plataforma Community Gaming lo guiará para agregar la red. Simplemente siga las instrucciones en pantalla para completar el proceso.</p>
<em>Nota: tenga cuidado al agregar redes personalizadas a MetaMask. Agregue únicamente redes de fuentes confiables. Si no está seguro de si desea agregar una red, es aconsejable ser cauteloso y abstenerse de agregarla.</em>",es,https://hubspot.communitygaming.io/es/help-center/cómo-puedo-agregar-una-nueva-red-a-mi-billetera-metamask,Wallet,"Ayuda,Cripto,Saber Mas,metamask"
¿Qué es una billetera de criptomonedas?,Introducción a las billeteras de criptomonedas (Preguntas frecuentes),"<p>Las billeteras de criptomonedas desempeñan un papel vital en el mundo de las monedas digitales, ya que permiten a los usuarios almacenar, enviar y recibir criptomonedas de forma segura como Bitcoin, Ethereum y más. Profundicemos en los detalles para comprender la esencia y funcionalidad de las billeteras de criptomonedas.</p>
<br>
<p><strong>-Funciones principales de las carteras de criptomonedas:</strong></p>
<br>
<p><strong>Almacenamiento seguro: </strong>Las billeteras de criptomonedas protegen los activos digitales mediante dos claves criptográficas: una clave pública, que se utiliza para recibir fondos, y una clave privada, que se mantiene confidencial para firmar transacciones y acceder a la billetera.</p>
<p><strong>-Envío y recepción de criptomonedas:</strong></p>
<p><strong>Envío de criptomonedas:</strong> Los usuarios inician transacciones ingresando la dirección pública del destinatario y el monto, asegurado por su clave privada.</p>
<p><strong>Recibir criptomonedas:</strong> Los usuarios comparten la dirección pública de su billetera con los remitentes mientras protegen su clave privada para acceder a los fondos recibidos.</p>
<p><strong>-Tipos de billeteras de criptomonedas:</strong></p>
<br>
<p><strong>Billeteras calientes: </strong>Billeteras en línea accesibles a través de Internet, que ofrecen comodidad pero son susceptibles a las amenazas en línea.</p>
<p><strong>Billeteras frías: </strong>Carteras fuera de línea de hardware o de papel, que brindan mayor seguridad al ser inmunes a los intentos de piratería en línea.</p>
<p><strong>Billeteras móviles, de escritorio y web: </strong>Variantes de hot wallets, clasificadas según el dispositivo o plataforma en la que operan, como teléfonos móviles, computadoras o navegadores web.</p>
<p>&nbsp;</p>
<p><strong>-Aspectos de seguridad:</strong></p>
<br>
<p><strong>Gestión de claves privadas: </strong>La seguridad de la billetera se basa en la confidencialidad de la clave privada. Perderlo puede provocar la pérdida de activos, mientras que el acceso no autorizado puede provocar una malversación de fondos.</p>
<br>
<p><strong>Frases de recuperación: </strong>Muchas billeteras ofrecen una frase de recuperación, un conjunto de palabras que se utilizan para recuperar la billetera si se pierde la clave privada. Salvaguardar esta frase es fundamental.</p>
<br>
<p><strong>Autenticación de dos factores (2FA): </strong>Una capa adicional de seguridad, que a menudo implica un código dinámico, garantiza que el conocimiento de la contraseña por sí solo no sea suficiente para acceder a la billetera.</p>
<br>
<p>El uso de una billetera de criptomonedas le permite participar en la economía digital y ofrece un medio seguro para administrar sus activos digitales. Priorice la comprensión de las características de la billetera y los aspectos de seguridad para elegir uno que se ajuste a sus necesidades y patrones de uso. Siempre haga hincapié en la gestión segura de las claves privadas y la información de recuperación.</p>
<p>Para obtener más información y asistencia, explore nuestro Centro de ayuda, que proporciona una gran cantidad de recursos para guiar su viaje hacia las criptomonedas.</p>",es,https://hubspot.communitygaming.io/es/help-center/qué-es-una-billetera-de-criptomonedas,Wallet,"Ayuda,Billetera,Cripto,Saber Mas,metamask,wallet"
¿Qué debo hacer si necesito tokens nativos para pagar las tarifas de gas?,Este artículo explica las tarifas de gas en la plataforma Community Gaming.,"<p>Al utilizar nuestra plataforma para transacciones, es esencial comprender que las tarifas de gas están asociadas principalmente con una actividad específica: retirar criptomonedas de su billetera Community Gaming (CG) a billeteras externas. Las tarifas de gas son tarifas de transacción requeridas por las redes blockchain para validar y procesar transacciones.</p>
<br>
<p><strong>-Transacción que requiere tarifas de gas:</strong></p>
<br>
<p><strong>Retiros: </strong>Al mover criptomonedas de su billetera CG a una billetera externa, se aplican tarifas de gas para facilitar la transacción en la cadena de bloques respectiva.</p>
<p>&nbsp;</p>
<p><strong>-Calcular las tarifas del gas:</strong></p>
<br>
<p>Para determinar la cantidad de moneda nativa necesaria para las tarifas de gas, inicie el proceso de retiro haciendo clic en ""Retirar fondos"".</p>
<p>Continúe con los pasos de retiro sin finalizarlo; la plataforma estimará la tarifa del gas requerida.</p>
<p>Cuando solicite asistencia al servicio de atención al cliente, proporcione esta cantidad estimada.</p>
<p>&nbsp;</p>
<p><strong>-Cómo ponerse en contacto con el servicio de atención al cliente:</strong></p>
<br>
<p><strong>Información detallada:</strong> Proporcione claramente los detalles necesarios, incluida la dirección de su billetera, el tipo y la cantidad de criptomonedas para retirar y la tarifa de gas calculada.</p>
<p><strong>Solicitud específica:</strong> Especifique la cantidad exacta de moneda nativa necesaria para las tarifas del gas.</p>
<p><strong>Aclaración del proceso:</strong> Es posible que desee explicar por qué solicita monedas nativas para mayor claridad y eficiencia.</p>
<p><strong>Sea receptivo: </strong>Permanezca disponible para cualquier comunicación de seguimiento del equipo de atención al cliente para garantizar una resolución rápida y sin problemas.</p>
<p>Este enfoque agiliza el proceso, alineándose con los requisitos del usuario y de la plataforma, facilitando transacciones fluidas y manteniendo altos estándares de seguridad y transparencia.</p>",es,https://hubspot.communitygaming.io/es/help-center/qué-debo-hacer-si-necesito-tokens-nativos-para-pagar-las-tarifas-de-gas,Wallet,"Ayuda,Preguntas Casuales,Saber Mas,gas fee,wallet"
¿Cómo verifico el saldo de mi billetera cripto?,Esta guía explica cómo ver el saldo de su billetera en Community Gaming,"<p>Verificar el saldo de su billetera en nuestra plataforma es fácil y brinda una descripción general y clara de sus activos en diferentes cadenas de bloques y billeteras.&nbsp;</p>
<br>
<p><strong>Visite la sección 'Wallets':</strong></p>
<p>Inicie sesión en su cuenta de Community Gaming (CG) y seleccione la página ""Mis billeteras"", que generalmente se encuentra en su perfil o configuración de cuenta.</p>
<p><strong>Ver 'Mis activos de Wallet':</strong></p>
<p>En la página ""Mis billeteras"", busque la sección ""Mis activos de billetera"". Aquí verá una vista completa de sus saldos de criptomonedas.</p>
<p><strong>-Cambiar de vista:</strong></p>
<p><strong>Puedes cambiar entre diferentes perspectivas:</strong></p>
<p><strong>Vista de cadena de bloques/red:</strong> Divide sus activos por cadena de bloques o red (por ejemplo, Ethereum, Binance Smart Chain), lo que proporciona una vista consolidada por red.</p>
<p><strong>Vista por billetera:</strong> Esto organiza sus activos por cada tipo de billetera vinculada (por ejemplo, CG Wallet, MetaMask).</p>
<p><strong>-Saldos en blockchains y billeteras:</strong></p>
<p>La página recopila todos sus saldos en varias cadenas de bloques y billeteras vinculadas conectadas a la plataforma Community Gaming. Esto le permite ver sus tenencias de criptomonedas totales e individuales en un solo lugar.</p>
<p><strong>-Características adicionales:</strong></p>
<p>Explore otras opciones en la página, como el historial de transacciones y la capacidad de agregar o eliminar billeteras, para una gestión eficaz de los activos digitales.</p>
<p>Si sigue estos pasos, podrá monitorear cómodamente los saldos de su billetera en la plataforma Community Gaming, garantizando información en tiempo real sobre sus activos digitales. Si necesita más ayuda o tiene preguntas, el Centro de ayuda de Community Gaming y el equipo de soporte están disponibles para ayudarlo.</p>",es,https://hubspot.communitygaming.io/es/help-center/cómo-verifico-el-saldo-de-mi-billetera-cripto,Wallet,"Ayuda,Cripto,Saber Mas,wallet"
¿Qué pasa si quiero cambiar mi Ronin Wallet vinculado?,Esta guía explica cómo actualizar su Ronin Wallet vinculado en la plataforma Community Gaming.,"<p>Cambiar su Ronin Wallet vinculado en nuestra plataforma es un proceso sencillo para garantizar que sus transacciones y participaciones estén asociadas con la dirección correcta de su billetera. Aquí hay un tutorial más detallado:</p>
<br><strong>Navegue a la página 'Mis Billeteras':</strong><br>
<ul>
<li>Inicie sesión en la plataforma Community Gaming (CG).</li>
<li>Localice y haga clic en la sección 'Mis Billeteras', que se encuentra en su panel de control.</li>
</ul>
<br>
<p><strong>Desvincular la billetera Ronin actual:</strong></p>
<ul>
<li>Dentro de la sección 'Mis billeteras', busque la sección Gestión de billeteras.</li>
<li>Busque la opción 'Desvincular' y haga clic en ella.</li>
<li>Confirme su elección en la ventana que se le solicita.</li>
</ul>
<br><br>
<p><strong>-Vincular una nueva billetera Ronin:</strong></p>
<p>Una vez que se desvincule la billetera anterior, busque la opción ""Vincular una billetera nueva"" dentro de la página ""Mis billeteras"" en Administración de billeteras.</p>
<p>Elija Ronin como tipo de billetera y siga los pasos proporcionados, que pueden implicar proporcionar la nueva dirección de billetera y posiblemente confirmar la acción por correo electrónico o autenticación de dos factores.</p>
<p>Vuelva a verificar que todos los detalles sean precisos para evitar problemas de transacciones futuras.</p>
<p>Preste siempre atención a los detalles durante este proceso para salvaguardar sus activos y garantizar una experiencia perfecta en todas sus actividades criptográficas en la plataforma. Si tiene algún problema o tiene más consultas, comuníquese con nuestro equipo de soporte.</p>",es,https://hubspot.communitygaming.io/es/help-center/qué-pasa-si-quiero-cambiar-mi-ronin-wallet-vinculado,Wallet,"Ayuda,Cripto,Preguntas Casuales,Ronin,Ronin Mobile,Saber Mas,wallet"
¿Cómo vinculo mi Sequence Wallet?,Esta guía explica cómo vincular su Sequence Wallet a la plataforma Community Gaming para transacciones en la cadena Polygon.,"<p>Si está buscando conectar su Sequence Wallet a nuestra plataforma para transacciones en cadena Polygon, siga estos sencillos pasos:</p>
<br>
<p><strong>-Asegúrese de que su Sequence Wallet esté configurado:</strong>&nbsp;</p>
<p>Antes de comenzar, asegúrese de que su Sequence Wallet esté configurado correctamente y de que tenga acceso a él. Inicie sesión en la billetera.</p>
<p>Acceda a la página ""Ver mis billeteras"": inicie sesión en la plataforma Community Gaming&nbsp; y navegue hasta la página ""Ver mis billeteras"".</p>
<p>Ubique la sección Administración de billetera: dentro de la página ""Ver mis billeteras"", busque la sección ""Administración de billetera"". Aquí es donde iniciará el proceso de vinculación.</p>
<p><strong>Conectar la billetera Sequence:</strong> en 'Administración de billetera', haga clic para vincular una nueva billetera y elija 'Sequence Wallet' entre las opciones.</p>
<p><strong>Siga las indicaciones:</strong> siga las indicaciones en pantalla y proporcione la información necesaria, como sus credenciales de Sequence Wallet o cualquier otro detalle requerido.</p>
<p><strong>Confirme la conexión:</strong> revise la exactitud de la información que ha proporcionado. Una vez que esté satisfecho de que todo está correcto, confirme la conexión entre su Sequence Wallet y nuestra plataforma.</p>
<p>Si sigue estos pasos, establecerá una conexión segura y fluida entre su Sequence Wallet y nuestra plataforma. Esta conexión le permitirá realizar transacciones en la cadena Polygon con facilidad y confianza.</p>
<p>Si tiene algún problema o tiene preguntas, no dude en comunicarse con nuestro equipo de soporte para obtener ayuda. Estamos aquí para ayudarle a aprovechar al máximo su experiencia de Sequence Wallet y Community Gaming.</p>",es,https://hubspot.communitygaming.io/es/help-center/cómo-vinculo-mi-sequence-wallet,Wallet,"Ayuda,Preguntas Casuales,Saber Mas,Sequence,polygon,wallet"
¿Cómo transfiero criptomonedas desde mi billetera?,Transferir o retirar criptomonedas desde las billeteras en CG.,"<p>Transferir criptomonedas desde su billetera puede ser un proceso sencillo, pero es importante tener cuidado debido a la naturaleza irreversible de las transacciones blockchain. He aquí cómo hacerlo:</p>
<br>
<p><strong>-Community Gaming le permite retirar sus tenencias de criptomonedas de su billetera CG en cualquier momento. Sigue estos pasos:</strong></p>
<br>
<ul>
<li>Navegue a la sección de su billetera dentro de la plataforma CG.</li>
<li>Selecciona la criptomoneda que deseas retirar.</li>
<li>Ingrese el monto del retiro y la dirección del destinatario.</li>
<li>Confirma la transacción.</li>
<li>Asegúrese de verificar todos los detalles, especialmente la dirección del destinatario, antes de finalizar la transacción.</li>
</ul>
<br>
<p><strong>-Para otras billeteras vinculadas (por ejemplo, Ronin, MetaMask, etc.):</strong></p>
<p>Cuando utilice otras billeteras vinculadas, como MetaMask o Ronin, debe administrar las transacciones criptográficas directamente dentro de sus respectivas aplicaciones o extensiones. Así es cómo:</p>
<br>
<p><strong>MetaMask:</strong></p>
<ul>
<li>Navegue hasta su extensión MetaMask.</li>
<li>Seleccione el activo que desea enviar.</li>
<li>Haga clic en ""Enviar"".</li>
<li>Ingrese la dirección del destinatario y el monto.</li>
<li>Confirme todos los detalles y finalice la transacción.</li>
</ul>
<br>
<p><strong>Ronín:</strong></p>
<ul>
<li>Abre la billetera Ronin.</li>
<li>Vaya a la sección 'Monedero'.</li>
<li>Seleccione ""Enviar"" para el activo que desea transferir.</li>
<li>Ingrese la dirección Ronin del destinatario y la cantidad a enviar.</li>
<li>Revisa y confirma la transacción.</li>
</ul>
<p><strong>Recuerde siempre:</strong>&nbsp;</p>
<p>-Verifique las direcciones: asegúrese de que la dirección del destinatario sea precisa para evitar pérdidas de fondos.</p>
<p>-Confirmar detalles de la transacción: verifique la cantidad y el tipo de criptomoneda antes de iniciar la transferencia.</p>
<p><strong>Tenga en cuenta las tarifas de gas:</strong>&nbsp;</p>
<p>-Tenga en cuenta que las transacciones pueden requerir gas (tarifas de transacción). Asegúrese de tener suficiente ETH o el token nativo de la cadena de bloques respectiva para cubrir estos costos.</p>
<p>La transferencia de criptomonedas requiere atención a los detalles para salvaguardar sus activos y garantizar que lleguen con precisión al destinatario previsto. Proceda siempre con precaución y utilice los pasos de confirmación o verificación proporcionados por su plataforma de billetera para proteger sus transacciones. Su seguridad y la precisión de sus transferencias son primordiales.</p>",es,https://hubspot.communitygaming.io/es/help-center/cómo-transfiero-criptomonedas-desde-mi-billetera,Wallet,"Ayuda,wallet"
"¿Qué debo hacer si tengo problemas para vincular mi billetera (Ronin, Metamask, Sequence)?","Esta guía aborda los problemas acerca de vincular su billetera Ronin, Metamask o Sequence con Community Gaming:","<p>Si tiene dificultades al vincular su billetera blockchain (como Ronin, Metamask o Sequence) a nuestra plataforma, aquí hay algunos pasos para solucionar el problema:</p>
<br>
<p><strong>Solución de problemas del navegador:</strong></p>
<ul>
<li>Considere probar con un navegador web diferente o usar el modo incognito/privado.</li>
<li>Asegúrese de borrar las cookies y el caché de su navegador.</li>
</ul>
<br>
<p><strong>Consideraciones de red:</strong></p>
<ul>
<li>Evite el uso de VPN o servidores proxy durante el proceso de vinculación.</li>
<li>Experimente cambiando entre conexiones Wi-Fi y de datos móviles.</li>
</ul>
<br>
<p><strong>Opciones de dispositivo y navegador:</strong></p>
<ul>
<li>El uso de un navegador ampliamente compatible como Google Chrome a veces puede resolver problemas.</li>
<li>Si es posible, intenta utilizar una computadora en lugar de un dispositivo móvil.</li>
</ul>
<br>
<p><strong>Gestión de billetera:</strong></p>
<ul>
<li>Asegúrese de que su billetera esté desbloqueada y activa.</li>
<li>Verifique que esté vinculando la billetera correcta asociada con la cadena de bloques o red adecuada.</li>
</ul>
<br>
<p><strong>Solución de problemas avanzada:</strong></p>
<p>Si está utilizando extensiones del navegador para administrar su billetera, vaya a la página de detalles de las extensiones (por ejemplo, 'chrome://extensions/') y busque su billetera. Habilite 'Permitir en incógnito' si es necesario.</p>
<p>En una pestaña privada/de incógnito, intente desvincular y luego volver a vincular su billetera a nuestra plataforma.</p>
<br>
<p>Si el problema persiste, asegúrese de documentar cualquier mensaje de error específico o problema que encuentre y comuníquese con nuestro equipo de soporte para obtener más ayuda. Estamos comprometidos a garantizar una experiencia fluida en nuestra plataforma y estamos aquí para ayudarle a superar cualquier obstáculo que pueda enfrentar. Su satisfacción es nuestra prioridad.</p>",es,https://hubspot.communitygaming.io/es/help-center/qué-debo-hacer-si-tengo-problemas-para-vincular-mi-billetera-ronin-metamask-sequence,Wallet,"Ayuda,Billetera,Cripto,Ronin,Sequence,Vincular,Vincular Billetera,metamask,polygon,wallet"
